mdt_id,vehicle_id,power_status,battery_capacity,charging_status,memory_available,storage_available,list_of_app,rpt_time
861075023932767,SHC4727A,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:24:37
861075023932775,SHB1246X,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:09:52
861075023932809,SHB1887X,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:16:54
861075023932874,SHC4933X,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:22:31
861075023932882,SHB5749K,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:14:03
861075023932890,SHC4719Z,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::15437",06/01/2021 16:43:56
861075023932924,SHB5381L,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:14:35
861075023932932,SHB5285G,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:16:08
861075023933005,SHB1868B,,,,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0",19/11/2020 16:27:55
861075023933013,SHD6160R,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:19:01
861075023933054,"SHF194Y ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:17:39
861075023933062,SHC4715J,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",28/11/2020 05:29:12
861075023933088,SHB5176M,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:15:09
861075023933120,SHB5197C,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:14:25
861075023933146,"SHF220E ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ste.itsd.fms.agilmdmv2:1.0.15,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:13:15
861075023933153,SHC4639X,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",19/01/2021 14:26:47
861075023933187,SHF1005D,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:15:26
861075023933195,SHC4695H,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.16cfg,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:20:11
861075023933211,SHB1768G,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.16cfg,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:12:15
861075023933237,SHD6297E,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:24:13
861075023933252,SHD6264A,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",20/01/2021 11:53:34
861075023933260,"SHB855U ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:20:35
861075023933278,SHB1888T,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:11:05
861075023933294,SHC4480K,,,,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC",18/02/2021 17:30:40
861075023933302,"SHF485H ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:17:47
861075023933310,SHC3331A,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1014.201027_RC,com.grab.blackboxtest:1.0,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::null,tariff.firmware::null",25/02/2021 10:09:49
861075023933336,"SHF234R ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:21:40
861075023933344,"SHB477C ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:21:12
861075023933377,SHB5472H,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:24:20
861075023933393,SHC4492B,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:11:27
861075023933419,"SHF492L ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:23:32
861075023933443,SHB1788Z,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",26/11/2020 16:46:27
861075023933500,SHD6312U,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:13:27
861075023933542,SHC4480K,,,,1000,0,"com.ucast.blackbox:1.0.1017.201029_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0",08/11/2020 11:30:22
861075023933575,SHB5851Y,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:10:03
861075023933609,"SHB758S ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:13:36
861075023933617,SHF1014C,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:14:56
861075023933625,"SHF127S ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:18:03
861075023933682,SHB1876C,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:18:15
861075023933732,SHB5118G,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:22:10
861075023933757,"SHB192Z ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:15:31
861075023933773,"SHB442C ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.16cfg,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",03/03/2021 14:58:17
861075023933781,SHC4676M,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:19:21
861075023933823,SHB5284J,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",03/03/2021 22:14:35
861075023933898,SHD6151S,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:09:27
861075023933922,SHB5737U,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:10:44
861075023933948,SHB5777D,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",03/03/2021 18:22:39
861075023933989,SHB5670C,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:21:00
861075023934003,SHC4480K,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1017.201029_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::15437",08/11/2020 11:36:41
861075023934045,"SHF299D ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",31/12/2020 01:45:49
861075023934052,"SHB880X ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::52771",17/11/2020 17:58:25
861075023934094,SHB5839J,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:17:18
861075023934110,SHC4919M,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 15:54:09
861075023934128,"SHB602H ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:12:34
861075023934136,"SHB606Y ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:15:48
861075023934144,SHB5386Z,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",06/01/2021 22:43:34
861075023934151,SHB1075Y,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:10:02
861075023934169,SHC4734D,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:10:22
861075023934185,SHB5128C,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:20:18
861075023934193,SHB5434T,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",09/02/2021 11:36:50
861075023934243,SHC4198B,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:20:57
861075023934276,SHD6288G,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:21:22
861075023934292,SHD6076B,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1032.210225_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.16cfg,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 12:20:36
861075023934300,SHB5535K,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:11:20
861075023934318,SHD6500T,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:11:05
861075023934342,SHD6126R,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:22:58
861075023934391,"SHB285P ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1017.201029_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:10:58
861075023934417,"SHF30L  ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:15:44
861075023934466,SHB5149S,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:21:08
